datelementid,uid,name,formname,valuetype,categorycomboid,uid,name,categoryoptioncomboid,uid,name,HMIS-CODE,HMIS-NAME,UPHMIS-DHIS2-NAME
7159011,lISHutgoVxj,Measles +rubella 2nd dose(16-24 months),Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v114,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),Measles +rubella 2nd dose(16-24 months)_
861,LRZw7v27hd4,Measles 2 dose (>16 months),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v115,Child immunisation - Measles 2nd dose (More than 16 months),Measles 2 dose (>16 months)_
863,IvRxIaqUbmP,DPT Booster dose,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v116,Child immunisation - DPT 1st Booster ,DPT Booster dose_
864,xVx6Fo0MVH2,OPV Booster dose,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v117,Child immunisation - OPV Booster,OPV Booster dose_
865,wyJ8PEktCnY,"Measles, Mumps, Rubella (MMR) Vaccine",,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v118,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","Measles, Mumps, Rubella (MMR) Vaccine_"
869,tutYwwDpxIk,Japanese Encephalitis (JE) vaccine (>16 months),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v119,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,Japanese Encephalitis (JE) vaccine (>16 months)_
7160687,Pf5BbzvXmAk,Typhoid immunization,Child immunisation - Typhoid,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v120,Child immunisation - Typhoid,Typhoid immunization_
866,bbm7gsc9b7Y,DPT5/DT5 dose given (> 5 yrs),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v121,Children more than 5 years received DPT5 (2nd Booster),DPT5/DT5 dose given (> 5 yrs)_
867,lcTjX9LAVOA,TT10 dose given (>10 yrs),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v122,Children more than 10 years received TT10,TT10 dose given (>10 yrs)_
868,ciI804Fmuyk,TT16 dose given (>16 yrs),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v123,Children more than 16 years received TT16,TT16 dose given (>16 yrs)_
872,nTMiLgfRepd,AEFI Abscess,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v124,Number of cases of AEFI - Abscess,AEFI Abscess_
873,F4inGEZdcGb,AEFI Deaths,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v125,Number of cases of AEFI - Death,AEFI Deaths_
874,BmFJBHvcCJy,AEFI Others,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v126,Number of cases of AEFI - Others,AEFI Others_
875,esmKURG0hkr,Immunisation sessions planned,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v127,Immunisation sessions planned ,Immunisation sessions planned_
876,AoBmcUTJp4u,Immunisation sessions held,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v128,Immunisation sessions held ,Immunisation sessions held_
877,VW0l9mc6sAn,Sessions where ASHAs were present,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v129,Number of Immunisation sessions where ASHAs were present,Sessions where ASHAs were present_
878,ng2pJOrlCgF,Vitamin A 1 dose,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v130,Child immunisation - Vitamin A Dose - 1,Vitamin A 1 dose_
879,PZyT00Iog7q,Vitamin A 5 dose,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v131,Child immunisation - Vitamin A Dose - 5,Vitamin A 5 dose_
880,RhRBq1jUVVg,Vitamin A 9 dose,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v132,Child immunisation - Vitamin A Dose - 9,Vitamin A 9 dose_
1630892,iLuuFy0nnCZ,Children given weekly IFA supplementation (small IFA tab/syrup),Number of children given weekly IFA supplementation (small IFA tab/syrup),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v133,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),Children given weekly IFA supplementation (small IFA tab/syrup)_
7439996,EKY9butgExn,Albendazole(12-59 months),Albendazole(12-59 months),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v134,Number of children (12-59 months) provided Albendazole,Albendazole(12-59 months)_
7270159,qfN3bNTaw7d,Severely underweight children provided Health Checkup (0-5 yrs),Number of severely underweight children provided Health Checkup (-5 yrs),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v135,Number of severely underweight children provided Health Checkup (0-5 yrs),Severely underweight children provided Health Checkup (0-5 yrs)_
7160843,W7I9VJKykwv,Childhood disease,Childhood Diseases - Pneumonia,INTEGER,7114069,N8NAWyohFr5,Childhood disease,7114074,udd2MF7Odu0,Pneumonia, v136,Childhood Diseases - Pneumonia,Childhood disease_Pneumonia
7160843,W7I9VJKykwv,Childhood disease,Childhood Diseases - Pneumonia,INTEGER,7114069,N8NAWyohFr5,Childhood disease,7114075,HedDU7SsIEH,Asthma, v137,Childhood Diseases - Asthma,Childhood disease_Asthma
7160843,W7I9VJKykwv,Childhood disease,Childhood Diseases - Pneumonia,INTEGER,7114069,N8NAWyohFr5,Childhood disease,7114077,ErYeSq2hA2G,Sepsis, v138,Childhood Diseases - Sepsis,Childhood disease_Sepsis
7160843,W7I9VJKykwv,Childhood disease,Childhood Diseases - Pneumonia,INTEGER,7114069,N8NAWyohFr5,Childhood disease,7114077,ErYeSq2hA2G,Sepsis, v139,Childhood Diseases - Diphtheria              ,Childhood disease_Diphtheria          
885,sWVa12cbxMh,Pertussis cases (0-5 yrs),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v140,Childhood Diseases - Pertussis          ,Pertussis cases (0-5 yrs)_
886,vKtaKR7Ub8W,Tetanus Neonatorum cases (0-5 yrs),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v141,Childhood Diseases - Tetanus Neonatorum,Tetanus Neonatorum cases (0-5 yrs)_
7160843,W7I9VJKykwv,Childhood disease,Childhood Diseases - Pneumonia,INTEGER,7114069,N8NAWyohFr5,Childhood disease,7114076,KsGXFEh1Rt2,Tuberculosis, v142,Childhood Diseases - Tuberculosis (TB),Childhood disease_Tuberculosis
7160843,W7I9VJKykwv,Childhood disease,Childhood Diseases - Pneumonia,INTEGER,7114069,N8NAWyohFr5,Childhood disease,8739019,TlWl1dykAT6,Acute Flaccid Paralysis(AFP), v143,Childhood Diseases - Acute Flaccid Paralysis(AFP),Childhood disease_Acute Flaccid Paralysis(AFP)
7160843,W7I9VJKykwv,Childhood disease,Childhood Diseases - Pneumonia,INTEGER,7114069,N8NAWyohFr5,Childhood disease,8739018,M1cHSRnXxnZ,Measles, v144,Childhood Diseases - Measles,Childhood disease_Measles
7160843,W7I9VJKykwv,Childhood disease,Childhood Diseases - Pneumonia,INTEGER,7114069,N8NAWyohFr5,Childhood disease,8739017,YjTqbjZbwk7,Malaria, v145,Childhood Diseases - Malaria,Childhood disease_Malaria
882,BTfbE4nHeZy,Diarrhoea and dehydration cases (0-5 yrs),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v146,Childhood Diseases - Diarrhoea ,Diarrhoea and dehydration cases (0-5 yrs)_
7160843,W7I9VJKykwv,Childhood disease,Childhood Diseases - Pneumonia,INTEGER,7114069,N8NAWyohFr5,Childhood disease,7114078,OHeD2vio13K,Diarrhoea treated inpatients, v147,Childhood Diseases - Diarrhoea treated in Inpatients,Childhood disease_Diarrhoea treated inpatients
892,aBLBhopL2VW,Children admitted with respiratory infections (1 month-5 yrs),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v148,Children admitted with upper respiratory infections,Children admitted with respiratory infections (1 month-5 yrs)_
7160843,W7I9VJKykwv,Childhood disease,Childhood Diseases - Pneumonia,INTEGER,7114069,N8NAWyohFr5,Childhood disease,7114079,YGhbmEeuxoc,SAM, v149,Childhood Diseases - Severe Acute Malnutrition (SAM),Childhood disease_SAM
937,GEjT4np8cuK,Malaria blood smears examined,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v150,Total Blood Smears Examined for Malaria ,Malaria blood smears examined_
938,GeL8NvEZnPG,Malaria plasmodium vivax positive tests,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v151,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,Malaria plasmodium vivax positive tests_
939,sG01KB5fHpT,Malaria plasmodium falciparum positive tests,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v152,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,Malaria plasmodium falciparum positive tests_
7160865,tvADxnVnjHz,RDT(malaria),RDT conducted for Malaria,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v153,RDT conducted for Malaria,RDT(malaria)_
7160960,G3EkrXkmwVj,PV positive malaria,Malaria (RDT) - Plasmodium Vivax test positive,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v154,Malaria (RDT) - Plasmodium Vivax test positive,PV positive malaria_
7161006,bPG9QePOOSD,PF positive malaria,Malaria (RDT) - Plamodium Falciparum test positive,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v155,Malaria (RDT) - Plamodium Falciparum test positive,PF positive malaria_
7161051,fFo77hOLFAt,RDT(kala-azar),Kala Azar (RDT) - Tests Conducted,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v156,Kala Azar (RDT) - Tests Conducted,RDT(kala-azar)_
7161095,hQB3UQzfOp0,Kala-azar +ve cases,Kala Azar Positive Cases,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v157,Kala Azar Positive Cases,Kala-azar +ve cases_
7161135,fvZaVgXylpb,PKDL cases,Post-kala-azar dermal leishmaniasis (PKDL) cases,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v158,Post-kala-azar dermal leishmaniasis (PKDL) cases,PKDL cases_
7161144,muGTIbJEEYf,RDT(dengue),Dengue - RDT Test Positive,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v159,Dengue - RDT Test Positive,RDT(dengue)_
7161270,y94LDO5z8Ll,ELISA(dengue)+ve,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v160,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,ELISA(dengue)+ve_
7161326,emhiaR9vNED,Tests conducted for JE,Tests Conducted for JE,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v161,Tests Conducted for JE,Tests conducted for JE_
7161338,optpYvoeDij,JE test +ve,Tests Positive for JE,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v162,Tests Positive for JE,JE test +ve_
7161551,ArNfFekwwTt,AFHC registered- Girls,Girls registered in AFHC,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v163,Girls registered in AFHC,AFHC registered- Girls_
9022747,m2VVHBY92SF,AFHC registered-Boys,Boys registered in AFHC,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v164,Boys registered in AFHC,AFHC registered-Boys_
7161679,D9CZbxsiJ4u,Clinical services(AFHC girls),"Out of registered, Girls received clinical services",INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v165,"Out of registered, Girls received clinical services",Clinical services(AFHC girls)_
7161698,i23A5OBXfpS,Clinical services(AFHC boys),"Out of registered, Boys received clinical services",INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v166,"Out of registered, Boys received clinical services",Clinical services(AFHC boys)_
7161869,AsG6GcwcM0d,Councelling(AFHC girls),"Out of registered, Girls received counselling",INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v167,"Out of registered, Girls received counselling",Councelling(AFHC girls)_
7161908,BhpYJ74E480,Councelling(AFHC boys),"Out of registered, Boys received counselling",INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v168,"Out of registered, Boys received counselling",Councelling(AFHC boys)_
7162010,A53aEmlD6ZV,DOTS cases(registered),Number of on-going DOTS patients registered,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v169,Number of on-going DOTS patients registered,DOTS cases(registered)_
7162146,Sc6SuoPCPAo,DOTS cases (completed),Number of DOTS cases completed successfully,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v170,Number of DOTS cases completed successfully ,DOTS cases (completed)_
7162520,xfFUwIeiPY1,Outpatient,Outpatient,INTEGER,7120089,oB2SwJedxyS,Outpatient,7120095,EnQPoVNAi2p,Diabetics, v171,Outpatient - Diabetes,Outpatient_Diabetics
7162520,xfFUwIeiPY1,Outpatient,Outpatient,INTEGER,7120089,oB2SwJedxyS,Outpatient,7120096,Mmdd2bEh3Yp,Hypertension, v172,Outpatient - Hypertension,Outpatient_Hypertension
7162520,xfFUwIeiPY1,Outpatient,Outpatient,INTEGER,7120089,oB2SwJedxyS,Outpatient,7120097,vE5EsFqAEI2,Stroke, v173,Outpatient - Stroke (Paralysis),Outpatient_Stroke
7162520,xfFUwIeiPY1,Outpatient,Outpatient,INTEGER,7120089,oB2SwJedxyS,Outpatient,7120098,MqKow2RWPVy,Acute heart disease, v174,Outpatient - Acute Heart Diseases,Outpatient_Acute heart disease
7162520,xfFUwIeiPY1,Outpatient,Outpatient,INTEGER,7120089,oB2SwJedxyS,Outpatient,7120099,srquQZDqZof,Mental illness, v175,Outpatient - Mental illness,Outpatient_Mental illness
7162520,xfFUwIeiPY1,Outpatient,Outpatient,INTEGER,7120089,oB2SwJedxyS,Outpatient,7120100,X4UVVhdHhjq,Epilepsy, v176,Outpatient - Epilepsy,Outpatient_Epilepsy
7162520,xfFUwIeiPY1,Outpatient,Outpatient,INTEGER,7120089,oB2SwJedxyS,Outpatient,7120101,NbjYj1XvveT,Opthalamic, v177,Outpatient - Ophthalmic Related,Outpatient_Opthalamic
7162520,xfFUwIeiPY1,Outpatient,Outpatient,INTEGER,7120089,oB2SwJedxyS,Outpatient,8739020,W1M1x4zDNZm,Dental, v178,Outpatient - Dental,Outpatient_Dental
7162520,xfFUwIeiPY1,Outpatient,Outpatient,INTEGER,7120089,oB2SwJedxyS,Outpatient,7120102,Qb4O9gBviHU,Oncology, v179,Outpatient - Oncology,Outpatient_Oncology
7270855,YEbwZRpntxW,Allopathic attendance OPD,Allopathic- Outpatient attendance,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v180,Allopathic- Outpatient attendance,Allopathic attendance OPD_
7440886,jWnx3ILZDQ7,Ayush OPD All,Ayush OPD All,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v181,Ayush - Outpatient attendance,Ayush OPD All_
922,AMd9w1N6g4i,Inpatient admissions (children),,INTEGER,776,vrzO8JErw4W,Gender,777,iRNhRMvoSCx,Male, v182,Inpatient (Male)- Children<18yrs,Inpatient admissions (children)_Male
923,CMPcYkXha3p,Inpatient admissions (Adults),,INTEGER,776,vrzO8JErw4W,Gender,777,iRNhRMvoSCx,Male, v183,Inpatient (Male)- Adults,Inpatient admissions (Adults)_Male
922,AMd9w1N6g4i,Inpatient admissions (children),,INTEGER,776,vrzO8JErw4W,Gender,778,wb51FJHqHxp,Female, v184,Inpatient (Female)- Children<18yrs,Inpatient admissions (children)_Female
923,CMPcYkXha3p,Inpatient admissions (Adults),,INTEGER,776,vrzO8JErw4W,Gender,778,wb51FJHqHxp,Female, v185,Inpatient (Female)- Adults,Inpatient admissions (Adults)_Female
7162600,pxbUrCSshAI,LAMA cases,Number of Left Against Medical Advice (LAMA) cases,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v186,Number of Left Against Medical Advice (LAMA) cases,LAMA cases_
7162727,m0dxrTAc8l7,Inpatient Disease Wise (M14.4),Inpatient - Malaria,INTEGER,7122955,m7FE7nP7EPU,Inpatient,7122961,LMD3byW52Z6,Malaria, v187,Inpatient - Malaria ,Inpatient_Malaria
7162727,m0dxrTAc8l7,Inpatient Disease Wise (M14.4),Inpatient - Malaria,INTEGER,7122955,m7FE7nP7EPU,Inpatient,7122962,elw1PF3gGgH,Dengue, v188,Inpatient - Dengue,Inpatient_Dengue
7162727,m0dxrTAc8l7,Inpatient Disease Wise (M14.4),Inpatient - Malaria,INTEGER,7122955,m7FE7nP7EPU,Inpatient,7122963,QKU9a8HsNgh,Typhoid, v189,Inpatient - Typhoid,Inpatient_Typhoid
7162727,m0dxrTAc8l7,Inpatient Disease Wise (M14.4),Inpatient - Malaria,INTEGER,7122955,m7FE7nP7EPU,Inpatient,7122964,u3Z9g8lBJWd,Asthma, v190,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",Inpatient_Asthma
7162727,m0dxrTAc8l7,Inpatient Disease Wise (M14.4),Inpatient - Malaria,INTEGER,7122955,m7FE7nP7EPU,Inpatient,7122965,uwzuWx7PJdg,Tuberculosis, v191,Inpatient - Tuberculosis,Inpatient_Tuberculosis
7162727,m0dxrTAc8l7,Inpatient Disease Wise (M14.4),Inpatient - Malaria,INTEGER,7122955,m7FE7nP7EPU,Inpatient,7122966,o2yXHbTHLrF,Pyrexia of unknown region, v192,Inpatient - Pyrexia of unknown origin (PUO),Inpatient_Pyrexia of unknown region
7162727,m0dxrTAc8l7,Inpatient Disease Wise (M14.4),Inpatient - Malaria,INTEGER,7122955,m7FE7nP7EPU,Inpatient,7122969,jsVCjiMsFAo,Diarrhoea with dehydration, v193,Inpatient - Diarrhea with dehydration,Inpatient_Diarrhoea with dehydration
7162727,m0dxrTAc8l7,Inpatient Disease Wise (M14.4),Inpatient - Malaria,INTEGER,7122955,m7FE7nP7EPU,Inpatient,7122967,tK6HEKAifZo,Hepatitis, v194,Inpatient - Hepatitis,Inpatient_Hepatitis
7271017,B4p90NG7a9K,Patients registered at emergency department,Patients registered at Emergency Department,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v195,Patients registered at Emergency Department,Patients registered at emergency department_
7162968,K6DpQSyxrKj,Emergency cases,"Emergency - Trauma ( accident, injury, poisoning etc)",INTEGER,7130315,XeUAH16vYvF,Emergency,7130317,hektJwcPwgQ,Trauma, v196,"Emergency - Trauma ( accident, injury, poisoning etc)",Emergency cases_Trauma
7162968,K6DpQSyxrKj,Emergency cases,"Emergency - Trauma ( accident, injury, poisoning etc)",INTEGER,7130315,XeUAH16vYvF,Emergency,7130318,gkK9Ry89Ha8,Burn, v197,Emergency - Burn,Emergency cases_Burn
7162968,K6DpQSyxrKj,Emergency cases,"Emergency - Trauma ( accident, injury, poisoning etc)",INTEGER,7130315,XeUAH16vYvF,Emergency,7130319,CwBBZsKtWtJ,Obstetrics, v198,Emergency - Obstetrics complications,Emergency cases_Obstetrics
7162968,K6DpQSyxrKj,Emergency cases,"Emergency - Trauma ( accident, injury, poisoning etc)",INTEGER,7130315,XeUAH16vYvF,Emergency,7130320,E3zwYKlxvi6,Snake bite, v199,Emergency - Snake Bite,Emergency cases_Snake bite
7162968,K6DpQSyxrKj,Emergency cases,"Emergency - Trauma ( accident, injury, poisoning etc)",INTEGER,7130315,XeUAH16vYvF,Emergency,7130321,p0drOQxybxh,ACE, v200,Emergency - Acute Caridiac Emergencies,Emergency cases_ACE
7162968,K6DpQSyxrKj,Emergency cases,"Emergency - Trauma ( accident, injury, poisoning etc)",INTEGER,7130315,XeUAH16vYvF,Emergency,7130322,Vl2l8h2Zqzx,CVA, v201,Emergency - CVA ( Cerebovascular Disease),Emergency cases_CVA
7162985,WS2CQ8iIGJw,Deaths(emergency dept.),Number of deaths occurring at Emergency Department,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v202,Number of deaths occurring at Emergency Department,Deaths(emergency dept.)_
926,js9BjxPskbH,Major operations (with general or spinal anaesthesia),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v203,Operation major (General and spinal anaesthesia),Major operations (with general or spinal anaesthesia)_
7163025,IyjT0IkUfGj,Major OT(including gynae-hysterectomy),"Out of Operation major, Gynecology- Hysterectomy surgeries",INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v204,"Out of Operation major, Gynecology- Hysterectomy surgeries",Major OT(including gynae-hysterectomy)_
7163077,t7LeVurwrDv,Major OT(excluding gynae-hysterectomy),"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v205,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",Major OT(excluding gynae-hysterectomy)_
928,J3t9mHrO5A2,Minor operations (without anaesthesia or with local anaesthesia),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v206,Operation minor (No or local anaesthesia),Minor operations (without anaesthesia or with local anaesthesia)_
1630958,x7vvKby7Va1,Surgical site infection cases(inc. episiotomy),Surgical site infection cases found (including    Episiotomy site),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v207,Number of post operative Surgical Site infection,Surgical site infection cases(inc. episiotomy)_
7163109,r69SqfyHMJv,Blood units issued,Number of blood units issued,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v208,Number of blood units issued,Blood units issued_
